NPA/PLZ;PLZ_NAME;NAME;KT;MedStat;empty;empty2
1679;1679 Villaraboud;Villaraboud;FR;FR23;;
1680;1680 Romont FR;Romont FR;FR;FR26;;
1681;1681 Billens;Billens;FR;FR26;;
1682;1682 Prévonloup;Prévonloup;VD;VD63;;
1683;1683 Brenles;Brenles;VD;VD60;;
1684;1684 Mézières FR;Mézières FR;FR;FR26;;
1685;1685 Villariaz;Villariaz;FR;FR23;;
1686;1686 Grangettes-près-Romont;Grangettes-près-Romont;FR;FR23;;
1687;1687 Vuisternens-devant-Romont;Vuisternens-devant-Romont;FR;FR23;;
1688;1688 Sommentier;Sommentier;FR;FR23;;
1689;1689 Le Châtelard-près-Romont;Le Châtelard-près-Romont;FR;FR23;;
1690;1690 Villaz-St-Pierre;Villaz-St-Pierre;FR;FR23;;
1691;1691 Villarimboud;Villarimboud;FR;FR23;;
1692;1692 Massonnens;Massonnens;FR;FR23;;
1693;1693 Orsonnens;Orsonnens;FR;FR23;;
1694;1694 Villarsiviriaux;Villarsiviriaux;FR;FR23;;
1695;1695 Villarlod;Villarlod;FR;FR01;;
1696;1696 Vuisternens-en-Ogoz;Vuisternens-en-Ogoz;FR;FR01;;
1697;1697 La Joux FR;La Joux FR;FR;FR23;;
1698;1698 Bouloz;Bouloz;FR;FR22;;
1699;1699 Porsel;Porsel;FR;FR22;;
1700;1700 Fribourg;Fribourg;FR;FR02;;
1701;1701 Fribourg;Fribourg;FR;FR02;;
1702;1702 Fribourg;Fribourg;FR;FR02;;
1703;1703 Fribourg;Fribourg;FR;FR02;;
1704;1704 Fribourg;Fribourg;FR;FR02;;
1705;1705 Fribourg;Fribourg;FR;FR02;;
1706;1706 Fribourg 6 Jura;Fribourg 6 Jura;FR;FR02;;
1707;1707 Fribourg;Fribourg;FR;FR02;;
1708;1708 Fribourg;Fribourg;FR;FR07;;
1709;1709 Fribourg Beaumont;Fribourg Beaumont;FR;FR02;;
1711;1711 Schwarzsee;Schwarzsee;FR;FR13;;
1712;1712 Tafers;Tafers;FR;FR14;;
1713;1713 St. Antoni;St. Antoni;FR;FR14;;
1714;1714 Heitenried;Heitenried;FR;FR14;;
1715;1715 Alterswil FR;Alterswil FR;FR;FR14;;
1716;1716 Plaffeien;Plaffeien;FR;FR13;;
1717;1717 St. Ursen;St. Ursen;FR;FR14;;
1718;1718 Rechthalten;Rechthalten;FR;FR13;;
1719;1719 Brünisried;Brünisried;FR;FR13;;
1720;1720 Corminboeuf;Corminboeuf;FR;FR03;;
1721;1721 Misery;Misery;FR;FR17;;
1722;1722 Bourguillon;Bourguillon;FR;FR04;;
1723;1723 Marly;Marly;FR;FR04;;
1724;1724 Le Mouret;Le Mouret;FR;FR05;;
1725;1725 Posieux;Posieux;FR;FR06;;
1726;1726 Farvagny-le-Grand;Farvagny-le-Grand;FR;FR01;;
1727;1727 Corpataux;Corpataux;FR;FR01;;
1728;1728 Rossens FR;Rossens FR;FR;FR01;;
1729;1729 Bonnefontaine;Bonnefontaine;FR;FR05;;
1730;1730 Ecuvillens;Ecuvillens;FR;FR06;;
1731;1731 Ependes FR;Ependes FR;FR;FR05;;
1732;1732 Arconciel;Arconciel;FR;FR05;;
1733;1733 Treyvaux;Treyvaux;FR;FR05;;
1734;1734 Tentlingen;Tentlingen;FR;FR13;;
1735;1735 Giffers;Giffers;FR;FR13;;
1736;1736 St. Silvester;St. Silvester;FR;FR13;;
1737;1737 Plasselb;Plasselb;FR;FR13;;
1738;1738 Sangernboden;Sangernboden;BE;BE73;;
1740;1740 Neyruz FR;Neyruz FR;FR;FR06;;
1741;1741 Cottens FR;Cottens FR;FR;FR01;;
1742;1742 Autigny;Autigny;FR;FR01;;
1743;1743 Estavayer-le-Gibloux;Estavayer-le-Gibloux;FR;FR01;;
1744;1744 Chénens;Chénens;FR;FR01;;
1745;1745 Lentigny;Lentigny;FR;FR06;;
1746;1746 Prez-vers-Noréaz;Prez-vers-Noréaz;FR;FR06;;
1747;1747 Corserey;Corserey;FR;FR06;;
1748;1748 Torny-le-Grand;Torny-le-Grand;FR;FR23;;
1749;1749 Middes;Middes;FR;FR23;;
1752;1752 Villars-sur-Glâne;Villars-sur-Glâne;FR;FR07;;
1753;1753 Matran;Matran;FR;FR06;;
1754;1754 Corjolens;Corjolens;FR;FR06;;
1756;1756 Onnens FR;Onnens FR;FR;FR06;;
1757;1757 Noréaz;Noréaz;FR;FR03;;
1762;1762 Givisiez;Givisiez;FR;FR07;;
1763;1763 Granges-Paccot;Granges-Paccot;FR;FR07;;
1772;1772 Grolley;Grolley;FR;FR03;;
1773;1773 Léchelles;Léchelles;FR;FR29;;
1774;1774 Cousset;Cousset;FR;FR29;;
1775;1775 Mannens;Mannens;FR;FR29;;
1776;1776 Montagny-la-Ville;Montagny-la-Ville;FR;FR29;;
1782;1782 Belfaux;Belfaux;FR;FR03;;
1783;1783 Pensier;Pensier;FR;FR03;;
1784;1784 Courtepin;Courtepin;FR;FR17;;
1785;1785 Cressier FR;Cressier FR;FR;FR17;;
1786;1786 Sugiez;Sugiez;FR;FR18;;
1787;1787 Môtier (Vully);Môtier (Vully);FR;FR18;;
1788;1788 Praz (Vully);Praz (Vully);FR;FR18;;
1789;1789 Lugnorre;Lugnorre;FR;FR18;;
1791;1791 Courtaman;Courtaman;FR;FR19;;
1792;1792 Cordast;Cordast;FR;FR19;;
1793;1793 Jeuss;Jeuss;FR;FR19;;
1794;1794 Salvenach;Salvenach;FR;FR19;;
1795;1795 Courlevon;Courlevon;FR;FR21;;
1796;1796 Courgevaux;Courgevaux;FR;FR21;;
1797;1797 Münchenwiler;Münchenwiler;BE;BE96;;
1800;1800 Vevey;Vevey;VD;VD34;;
1801;1801 Le Mont-Pèlerin;Le Mont-Pèlerin;VD;VD35;;
1802;1802 Corseaux;Corseaux;VD;VD35;;
1803;1803 Chardonne;Chardonne;VD;VD35;;
1804;1804 Corsier-sur-Vevey;Corsier-sur-Vevey;VD;VD35;;
1805;1805 Jongny;Jongny;VD;VD35;;
1806;1806 St-Légier-La Chiésaz;St-Légier-La Chiésaz;VD;VD36;;
1807;1807 Blonay;Blonay;VD;VD36;;
1808;1808 Les Monts-de-Corsier;Les Monts-de-Corsier;VD;VD35;;
1809;1809 Fenil-sur-Corsier;Fenil-sur-Corsier;VD;VD35;;
1811;1811 Vevey Services spéciaux;Vevey Services spéciaux;VD;VD34;;
1812;1812 Rivaz;Rivaz;VD;VD32;;
1813;1813 St-Saphorin (Lavaux);St-Saphorin (Lavaux);VD;VD32;;
1814;1814 La Tour-de-Peilz;La Tour-de-Peilz;VD;VD37;;
1815;1815 Clarens;Clarens;VD;VD38;;
1816;1816 Chailly-Montreux;Chailly-Montreux;VD;VD38;;
1817;1817 Brent;Brent;VD;VD38;;
1818;1818 Montreux La Redoute;Montreux La Redoute;VD;VD39;;
1820;1820 Montreux;Montreux;VD;VD39;;
1822;1822 Chernex;Chernex;VD;VD38;;
1823;1823 Glion;Glion;VD;VD39;;
1824;1824 Caux;Caux;VD;VD39;;
1831;1831 Montreux Sorties;Montreux Sorties;VD;VD39;;
1832;1832 Chamby;Chamby;VD;VD38;;
1833;1833 Les Avants;Les Avants;VD;VD38;;
1835;1835 Montbovon;Montbovon;FR;FR12;;
1836;1836 Rossinière;Rossinière;VD;VD45;;
1837;1837 Château-d'Oex;Château-d'Oex;VD;VD45;;
1838;1838 Rougemont;Rougemont;VD;VD45;;
1839;1839 Flendruz;Flendruz;VD;VD45;;
1844;1844 Villeneuve VD;Villeneuve VD;VD;VD40;;
1845;1845 Noville;Noville;VD;VD40;;
1846;1846 Chessel;Chessel;VD;VD40;;
1847;1847 Rennaz;Rennaz;VD;VD40;;
1852;1852 Roche VD;Roche VD;VD;VD40;;
1853;1853 Yvorne;Yvorne;VD;VD40;;
1854;1854 Leysin;Leysin;VD;VD41;;
1855;1855 St-Triphon;St-Triphon;VD;VD42;;
1856;1856 Corbeyrier;Corbeyrier;VD;VD40;;
1858;1858 Panex;Panex;VD;VD42;;
1860;1860 Aigle;Aigle;VD;VD43;;
1861;1861 La Comballaz;La Comballaz;VD;VD41;;
1862;1862 Les Mosses;Les Mosses;VD;VD41;;
1863;1863 Le Sépey;Le Sépey;VD;VD41;;
1864;1864 Vers-l'Eglise;Vers-l'Eglise;VD;VD41;;
1865;1865 Les Diablerets;Les Diablerets;VD;VD41;;
1866;1866 La Forclaz VD;La Forclaz VD;VD;VD41;;
1867;1867 Ollon VD;Ollon VD;VD;VD42;;
1868;1868 Collombey;Collombey;VS;VS30;;
1869;1869 Massongex;Massongex;VS;VS31;;
1870;1870 Monthey;Monthey;VS;VS32;;
1871;1871 Choëx;Choëx;VS;VS32;;
1872;1872 Troistorrents;Troistorrents;VS;VS33;;
1873;1873 Val-d'Illiez;Val-d'Illiez;VS;VS33;;
1874;1874 Champéry;Champéry;VS;VS33;;
1875;1875 Morgins;Morgins;VS;VS33;;
1880;1880 Bex;Bex;VD;VD44;;
1882;1882 Gryon;Gryon;VD;VD44;;
1884;1884 Villars-sur-Ollon;Villars-sur-Ollon;VD;VD42;;
1885;1885 Chesières;Chesières;VD;VD42;;
1886;1886 Les Posses-sur-Bex;Les Posses-sur-Bex;VD;VD44;;
1888;1888 Les Plans-sur-Bex;Les Plans-sur-Bex;VD;VD44;;
1890;1890 St-Maurice;St-Maurice;VS;VS31;;
1891;1891 Vérossaz;Vérossaz;VS;VS31;;
1892;1892 Lavey-Village;Lavey-Village;VD;VD44;;
1893;1893 Muraz (Collombey);Muraz (Collombey);VS;VS30;;
1894;1894 Les Evouettes;Les Evouettes;VS;VS34;;
1895;1895 Vionnaz;Vionnaz;VS;VS30;;
1896;1896 Vouvry;Vouvry;VS;VS34;;
1897;1897 Bouveret;Bouveret;VS;VS34;;
1898;1898 St-Gingolph;St-Gingolph;VS;VS34;;
1899;1899 Torgon;Torgon;VS;VS30;;
1902;1902 Evionnaz;Evionnaz;VS;VS31;;
1903;1903 Collonges;Collonges;VS;VS24;;
1904;1904 Vernayaz;Vernayaz;VS;VS24;;
1905;1905 Dorénaz;Dorénaz;VS;VS24;;
1906;1906 Charrat;Charrat;VS;VS25;;
1907;1907 Saxon;Saxon;VS;VS25;;
1908;1908 Riddes;Riddes;VS;VS25;;
1911;1911 Ovronnaz;Ovronnaz;VS;VS26;;
1912;1912 Leytron;Leytron;VS;VS26;;
1913;1913 Saillon;Saillon;VS;VS26;;
1914;1914 Isérables;Isérables;VS;VS25;;
1918;1918 La Tzoumaz;La Tzoumaz;VS;VS25;;
1919;1919 Martigny Groupe Mutuel;Martigny Groupe Mutuel;VS;VS27;;
1920;1920 Martigny;Martigny;VS;VS27;;
1921;1921 Martigny-Croix;Martigny-Croix;VS;VS24;;
1922;1922 Salvan;Salvan;VS;VS24;;
1923;1923 Les Marécottes;Les Marécottes;VS;VS24;;
1925;1925 Finhaut;Finhaut;VS;VS24;;
1926;1926 Fully;Fully;VS;VS26;;
1927;1927 Chemin;Chemin;VS;VS24;;
1928;1928 Ravoire;Ravoire;VS;VS24;;
1929;1929 Trient;Trient;VS;VS24;;
1930;1930 Vétroz CALL;Vétroz CALL;VS;VS18;;
1932;1932 Bovernier;Bovernier;VS;VS24;;
1933;1933 Sembrancher;Sembrancher;VS;VS28;;
1934;1934 Le Châble VS;Le Châble VS;VS;VS29;;
1936;1936 Verbier;Verbier;VS;VS29;;
1937;1937 Orsières;Orsières;VS;VS28;;
1938;1938 Champex-Lac;Champex-Lac;VS;VS28;;
1940;1940 Vétroz CIRCLE;Vétroz CIRCLE;VS;VS18;;
1941;1941 Vollèges;Vollèges;VS;VS28;;
1942;1942 Levron;Levron;VS;VS28;;
1943;1943 Praz-de-Fort;Praz-de-Fort;VS;VS28;;
1944;1944 La Fouly VS;La Fouly VS;VS;VS28;;
1945;1945 Liddes;Liddes;VS;VS28;;
1946;1946 Bourg-St-Pierre;Bourg-St-Pierre;VS;VS28;;
1947;1947 Versegères;Versegères;VS;VS29;;
1948;1948 Lourtier;Lourtier;VS;VS29;;
1950;1950 Sion;Sion;VS;VS17;;
1951;1951 Sion;Sion;VS;VS17;;
1953;1953 Sion RZ;Sion RZ;VS;VS17;;
1955;1955 Chamoson;Chamoson;VS;VS18;;
1956;1956 St-Pierre-de-Clages;St-Pierre-de-Clages;VS;VS18;;
1957;1957 Ardon;Ardon;VS;VS18;;
1958;1958 St-Léonard;St-Léonard;VS;VS19;;
1960;1960 Vétroz Tri;Vétroz Tri;VS;VS18;;
1961;1961 Vernamiège;Vernamiège;VS;VS20;;
1962;1962 Pont-de-la-Morge (Sion);Pont-de-la-Morge (Sion);VS;VS21;;
1963;1963 Vétroz;Vétroz;VS;VS18;;
1964;1964 Conthey;Conthey;VS;VS21;;
1965;1965 Savièse;Savièse;VS;VS22;;
1966;1966 Fortunau (Ayent);Fortunau (Ayent);VS;VS19;;
1967;1967 Bramois;Bramois;VS;VS19;;
1968;1968 Mase;Mase;VS;VS20;;
1969;1969 St-Martin VS;St-Martin VS;VS;VS20;;
1971;1971 Grimisuat;Grimisuat;VS;VS22;;
1972;1972 Anzère;Anzère;VS;VS19;;
1973;1973 Nax;Nax;VS;VS20;;
1974;1974 Arbaz;Arbaz;VS;VS22;;
1975;1975 St-Séverin;St-Séverin;VS;VS21;;
1976;1976 Erde;Erde;VS;VS21;;
1977;1977 Icogne;Icogne;VS;VS12;;
1978;1978 Lens;Lens;VS;VS12;;
1981;1981 Vex;Vex;VS;VS20;;
1982;1982 Euseigne;Euseigne;VS;VS20;;
1983;1983 Evolène;Evolène;VS;VS20;;
1984;1984 Les Haudères;Les Haudères;VS;VS20;;
1985;1985 La Sage;La Sage;VS;VS20;;
1986;1986 Arolla;Arolla;VS;VS20;;
1987;1987 Hérémence;Hérémence;VS;VS20;;
1988;1988 Thyon;Thyon;VS;VS20;;
1991;1991 Salins;Salins;VS;VS23;;
1992;1992 Les Agettes;Les Agettes;VS;VS20;;
1993;1993 Veysonnaz;Veysonnaz;VS;VS23;;
1994;1994 Aproz (Nendaz);Aproz (Nendaz);VS;VS23;;
1996;1996 Basse-Nendaz;Basse-Nendaz;VS;VS23;;
1997;1997 Haute-Nendaz;Haute-Nendaz;VS;VS23;;
2000;2000 Neuchâtel;Neuchâtel;NE;NE01;;
2001;2001 Neuchâtel 1 Dépôt;Neuchâtel 1 Dépôt;NE;NE01;;
2002;2002 Neuchâtel 2;Neuchâtel 2;NE;NE01;;
2003;2003 Neuchâtel 3;Neuchâtel 3;NE;NE01;;
2004;2004 Neuchâtel 4;Neuchâtel 4;NE;NE01;;
2005;2005 Neuchâtel 5;Neuchâtel 5;NE;NE01;;
2006;2006 Neuchâtel Vauseyon;Neuchâtel Vauseyon;NE;NE01;;
2007;2007 Neuchâtel 7;Neuchâtel 7;NE;NE01;;
2008;2008 Neuchâtel;Neuchâtel;NE;NE01;;
2009;2009 Neuchâtel La Coudre;Neuchâtel La Coudre;NE;NE01;;
2010;2010 Neuchâtel OFS;Neuchâtel OFS;NE;NE01;;
2012;2012 Auvernier;Auvernier;NE;NE02;;
2013;2013 Colombier NE;Colombier NE;NE;NE03;;
2014;2014 Bôle;Bôle;NE;NE03;;
2015;2015 Areuse;Areuse;NE;NE04;;
2016;2016 Cortaillod;Cortaillod;NE;NE04;;
2017;2017 Boudry;Boudry;NE;NE04;;
2019;2019 Rochefort;Rochefort;NE;NE03;;
2022;2022 Bevaix;Bevaix;NE;NE05;;
2023;2023 Gorgier;Gorgier;NE;NE05;;
2024;2024 St-Aubin-Sauges;St-Aubin-Sauges;NE;NE05;;
2025;2025 Chez-le-Bart;Chez-le-Bart;NE;NE05;;
2026;2026 Sauges-près-St-Aubin;Sauges-près-St-Aubin;NE;NE05;;
2027;2027 Montalchez;Montalchez;NE;NE05;;
2028;2028 Vaumarcus;Vaumarcus;NE;NE05;;
2034;2034 Peseux;Peseux;NE;NE02;;
2035;2035 Corcelles NE;Corcelles NE;NE;NE02;;
2036;2036 Cormondrèche;Cormondrèche;NE;NE02;;
2037;2037 Montmollin;Montmollin;NE;NE02;;
2042;2042 Valangin;Valangin;NE;NE06;;
2043;2043 Boudevilliers;Boudevilliers;NE;NE06;;
2046;2046 Fontaines NE;Fontaines NE;NE;NE06;;
2052;2052 Fontainemelon;Fontainemelon;NE;NE06;;
2053;2053 Cernier;Cernier;NE;NE07;;
2054;2054 Chézard-St-Martin;Chézard-St-Martin;NE;NE07;;
2056;2056 Dombresson;Dombresson;NE;NE07;;
2057;2057 Villiers;Villiers;NE;NE07;;
2058;2058 Le Pâquier NE;Le Pâquier NE;NE;NE07;;
2063;2063 Vilars NE;Vilars NE;NE;NE06;;
2065;2065 Savagnier;Savagnier;NE;NE07;;
2067;2067 Chaumont;Chaumont;NE;NE07;;
2068;2068 Hauterive NE;Hauterive NE;NE;NE08;;
2072;2072 St-Blaise;St-Blaise;NE;NE08;;
2073;2073 Enges;Enges;NE;NE08;;
2074;2074 Marin-Epagnier;Marin-Epagnier;NE;NE08;;
2075;2075 Thielle;Thielle;NE;NE09;;
2076;2076 Gals;Gals;BE;BE25;;
2087;2087 Cornaux NE;Cornaux NE;NE;NE09;;
2088;2088 Cressier NE;Cressier NE;NE;NE09;;
2096;2096 Neuchâtel;Neuchâtel;NE;NE01;;
2098;2098 Neuchâtel;Neuchâtel;NE;NE01;;
2099;2099 Neuchâtel;Neuchâtel;NE;NE01;;
2103;2103 Noiraigue;Noiraigue;NE;NE13;;
2105;2105 Travers;Travers;NE;NE13;;
2108;2108 Couvet;Couvet;NE;NE13;;
2112;2112 Môtiers NE;Môtiers NE;NE;NE13;;
2113;2113 Boveresse;Boveresse;NE;NE13;;
2114;2114 Fleurier;Fleurier;NE;NE14;;
2115;2115 Buttes;Buttes;NE;NE14;;
2116;2116 Mont-de-Buttes;Mont-de-Buttes;NE;NE14;;
2117;2117 La Côte-aux-Fées;La Côte-aux-Fées;NE;NE14;;
2123;2123 St-Sulpice NE;St-Sulpice NE;NE;NE14;;
2124;2124 Les Sagnettes;Les Sagnettes;NE;NE13;;
2125;2125 La Brévine;La Brévine;NE;NE10;;
2126;2126 Les Verrières;Les Verrières;NE;NE14;;
2127;2127 Les Bayards;Les Bayards;NE;NE14;;
2128;2128 Le Brouillet;Le Brouillet;NE;NE10;;
2149;2149 Champ-du-Moulin;Champ-du-Moulin;NE;NE03;;
2202;2202 Chambrelien;Chambrelien;NE;NE03;;
2203;2203 Rochefort;Rochefort;NE;NE03;;
2205;2205 Montmollin;Montmollin;NE;NE02;;
2206;2206 Les Geneveys-sur-Coffrane;Les Geneveys-sur-Coffrane;NE;NE06;;
2207;2207 Coffrane;Coffrane;NE;NE06;;
2208;2208 Les Hauts-Geneveys;Les Hauts-Geneveys;NE;NE06;;
2209;2209 La Vue-des-Alpes;La Vue-des-Alpes;NE;NE06;;
2300;2300 La Chaux-de-Fonds;La Chaux-de-Fonds;NE;NE12;;
2301;2301 La Chaux-de-Fonds;La Chaux-de-Fonds;NE;NE12;;
2302;2302 La Chaux-de-Fonds;La Chaux-de-Fonds;NE;NE12;;
2303;2303 La Chaux-de-Fonds;La Chaux-de-Fonds;NE;NE12;;
2304;2304 La Chaux-de-Fonds;La Chaux-de-Fonds;NE;NE12;;
2305;2305 La Chaux-de-Fonds;La Chaux-de-Fonds;NE;NE12;;
2306;2306 La Chaux-de-Fonds 6 Les Forges;La Chaux-de-Fonds 6 Les Forges;NE;NE12;;
2314;2314 La Sagne NE;La Sagne NE;NE;NE10;;
2315;2315 Petit-Martel;Petit-Martel;NE;NE10;;
2316;2316 Les Ponts-de-Martel;Les Ponts-de-Martel;NE;NE10;;
2318;2318 Brot-Plamboz;Brot-Plamboz;NE;NE10;;
2322;2322 Le Crêt-du-Locle;Le Crêt-du-Locle;NE;NE11;;
2325;2325 Les Planchettes;Les Planchettes;NE;NE12;;
2326;2326 Biaufond;Biaufond;JU;JU01;;
2333;2333 La Ferrière;La Ferrière;BE;BE98;;
2336;2336 Les Bois;Les Bois;JU;JU01;;
2338;2338 Les Emibois;Les Emibois;JU;JU01;;
2340;2340 Le Noirmont;Le Noirmont;JU;JU01;;
2345;2345 Les Breuleux;Les Breuleux;JU;JU01;;
2350;2350 Saignelégier;Saignelégier;JU;JU01;;
2353;2353 Les Pommerats;Les Pommerats;JU;JU01;;
2354;2354 Goumois;Goumois;JU;JU01;;
2360;2360 Le Bémont JU;Le Bémont JU;JU;JU01;;
2362;2362 Montfaucon;Montfaucon;JU;JU01;;
2363;2363 Les Enfers;Les Enfers;JU;JU01;;
2364;2364 St-Brais;St-Brais;JU;JU01;;
2400;2400 Le Locle;Le Locle;NE;NE11;;
2405;2405 La Chaux-du-Milieu;La Chaux-du-Milieu;NE;NE10;;
2406;2406 La Brévine;La Brévine;NE;NE10;;
2407;2407 La Châtagne;La Châtagne;NE;NE10;;
2408;2408 Le Brouillet;Le Brouillet;NE;NE10;;
2412;2412 Le Col-des-Roches;Le Col-des-Roches;NE;NE11;;
2413;2413 Le Prévoux;Le Prévoux;NE;NE11;;
2414;2414 Le Cerneux-Péquignot;Le Cerneux-Péquignot;NE;NE10;;
2416;2416 Les Brenets;Les Brenets;NE;NE11;;
2500;2500 Biel/Bienne;Biel/Bienne;BE;BE31;;
2501;2501 Biel/Bienne;Biel/Bienne;BE;BE33;;
2502;2502 Biel/Bienne;Biel/Bienne;BE;BE31;;
2503;2503 Biel/Bienne;Biel/Bienne;BE;BE32;;
2504;2504 Biel/Bienne;Biel/Bienne;BE;BE33;;
2505;2505 Biel/Bienne;Biel/Bienne;BE;BE34;;
2510;2510 Biel/Bienne Dist Ba;Biel/Bienne Dist Ba;BE;BE33;;
2512;2512 Tüscherz-Alfermée;Tüscherz-Alfermée;BE;BE34;;
2513;2513 Twann;Twann;BE;BE34;;
2514;2514 Ligerz;Ligerz;BE;BE34;;
2515;2515 Prêles;Prêles;BE;BE39;;
2516;2516 Lamboing;Lamboing;BE;BE39;;
2517;2517 Diesse;Diesse;BE;BE39;;
2518;2518 Nods;Nods;BE;BE39;;
2520;2520 La Neuveville;La Neuveville;BE;BE39;;
2523;2523 Lignières;Lignières;NE;NE09;;
2525;2525 Le Landeron;Le Landeron;NE;NE09;;
2532;2532 Magglingen/Macolin;Magglingen/Macolin;BE;BE34;;
2533;2533 Evilard;Evilard;BE;BE34;;
2534;2534 Orvin;Orvin;BE;BE39;;
2535;2535 Frinvillier;Frinvillier;BE;BE40;;
2536;2536 Plagne;Plagne;BE;BE40;;
2537;2537 Vauffelin;Vauffelin;BE;BE40;;
2538;2538 Romont BE;Romont BE;BE;BE40;;
2540;2540 Grenchen;Grenchen;SO;SO01;;
2542;2542 Pieterlen;Pieterlen;BE;BE35;;
2543;2543 Lengnau BE;Lengnau BE;BE;BE94;;
2544;2544 Bettlach;Bettlach;SO;SO02;;
2545;2545 Selzach;Selzach;SO;SO17;;
2552;2552 Orpund;Orpund;BE;BE35;;
2553;2553 Safnern;Safnern;BE;BE35;;
2554;2554 Meinisberg;Meinisberg;BE;BE94;;
2555;2555 Brügg BE;Brügg BE;BE;BE36;;
2556;2556 Scheuren;Scheuren;BE;BE35;;
2557;2557 Studen BE;Studen BE;BE;BE36;;
2558;2558 Aegerten;Aegerten;BE;BE36;;
2560;2560 Nidau;Nidau;BE;BE37;;
2562;2562 Port;Port;BE;BE37;;
2563;2563 Ipsach;Ipsach;BE;BE38;;
2564;2564 Bellmund;Bellmund;BE;BE38;;
2565;2565 Jens;Jens;BE;BE38;;
2572;2572 Sutz;Sutz;BE;BE38;;
2575;2575 Täuffelen;Täuffelen;BE;BE38;;
2576;2576 Lüscherz;Lüscherz;BE;BE27;;
2577;2577 Siselen BE;Siselen BE;BE;BE27;;
2578;2578 Brüttelen;Brüttelen;BE;BE27;;
2599;2599 Biel/Bienne;Biel/Bienne;BE;BE32;;
2603;2603 Péry;Péry;BE;BE40;;
2604;2604 La Heutte;La Heutte;BE;BE40;;
2605;2605 Sonceboz-Sombeval;Sonceboz-Sombeval;BE;BE40;;
2606;2606 Corgémont;Corgémont;BE;BE40;;
2607;2607 Cortébert;Cortébert;BE;BE40;;
2608;2608 Courtelary;Courtelary;BE;BE98;;
2610;2610 St-Imier;St-Imier;BE;BE98;;
2612;2612 Cormoret;Cormoret;BE;BE98;;
2613;2613 Villeret;Villeret;BE;BE98;;
2615;2615 Sonvilier;Sonvilier;BE;BE98;;
2616;2616 Renan BE;Renan BE;BE;BE98;;
2710;2710 Tavannes;Tavannes;BE;BE41;;
2711;2711 Le Prédame;Le Prédame;JU;JU01;;
2712;2712 Le Fuet;Le Fuet;BE;BE41;;
2713;2713 Bellelay;Bellelay;BE;BE41;;
2714;2714 Les Genevez JU;Les Genevez JU;JU;JU01;;
2715;2715 Châtelat;Châtelat;BE;BE41;;
2716;2716 Sornetan;Sornetan;BE;BE41;;
2717;2717 Fornet-Dessous;Fornet-Dessous;BE;BE41;;
2718;2718 Lajoux JU;Lajoux JU;JU;JU01;;
2720;2720 Tramelan;Tramelan;BE;BE99;;
2722;2722 Les Reussilles;Les Reussilles;BE;BE99;;
2723;2723 Mont-Tramelan;Mont-Tramelan;BE;BE99;;
2724;2724 Les Breuleux;Les Breuleux;JU;JU01;;
2725;2725 Le Noirmont;Le Noirmont;JU;JU01;;
2727;2727 Les Pommerats;Les Pommerats;JU;JU01;;
2732;2732 Reconvilier;Reconvilier;BE;BE41;;
2733;2733 Pontenet;Pontenet;BE;BE42;;
2735;2735 Bévilard;Bévilard;BE;BE42;;
2736;2736 Sorvilier;Sorvilier;BE;BE42;;
2738;2738 Court;Court;BE;BE42;;
2740;2740 Moutier;Moutier;BE;BE43;;
2742;2742 Perrefitte;Perrefitte;BE;BE43;;
2743;2743 Eschert;Eschert;BE;BE43;;
2744;2744 Belprahon;Belprahon;BE;BE43;;
2745;2745 Grandval;Grandval;BE;BE43;;
2746;2746 Crémines;Crémines;BE;BE43;;
2747;2747 Corcelles BE;Corcelles BE;BE;BE43;;
2748;2748 Souboz;Souboz;BE;BE41;;
2762;2762 Roches BE;Roches BE;BE;BE43;;
2800;2800 Delémont;Delémont;JU;JU02;;
2802;2802 Develier;Develier;JU;JU03;;
2803;2803 Bourrignon;Bourrignon;JU;JU02;;
2805;2805 Soyhières;Soyhières;JU;JU02;;
2806;2806 Mettembert;Mettembert;JU;JU02;;
2807;2807 Pleigne;Pleigne;JU;JU02;;
2812;2812 Movelier;Movelier;JU;JU02;;
2813;2813 Ederswiler;Ederswiler;JU;JU02;;
2814;2814 Roggenburg;Roggenburg;BL;BL01;;
2822;2822 Courroux;Courroux;JU;JU04;;
2823;2823 Courcelon;Courcelon;JU;JU04;;
2824;2824 Vicques;Vicques;JU;JU04;;
2825;2825 Courchapoix;Courchapoix;JU;JU04;;
2826;2826 Corban;Corban;JU;JU04;;
2827;2827 Mervelier;Mervelier;JU;JU04;;
2828;2828 Montsevelier;Montsevelier;JU;JU04;;
2829;2829 Vermes;Vermes;JU;JU04;;
2830;2830 Courrendlin;Courrendlin;JU;JU04;;
2832;2832 Rebeuvelier;Rebeuvelier;JU;JU04;;
2842;2842 Rossemaison;Rossemaison;JU;JU03;;
2843;2843 Châtillon JU;Châtillon JU;JU;JU03;;
2852;2852 Courtételle;Courtételle;JU;JU03;;
2853;2853 Courfaivre;Courfaivre;JU;JU03;;
2854;2854 Bassecourt;Bassecourt;JU;JU03;;
2855;2855 Glovelier;Glovelier;JU;JU03;;
2856;2856 Boécourt;Boécourt;JU;JU03;;
2857;2857 Montavon;Montavon;JU;JU03;;
2863;2863 Undervelier;Undervelier;JU;JU03;;
2864;2864 Soulce;Soulce;JU;JU03;;
2873;2873 Saulcy;Saulcy;JU;JU03;;
2874;2874 St-Brais;St-Brais;JU;JU01;;
